"Famille";"Catégories";"Nom";"Description";"Prix";"Poids";"NT";"Fabricant";"Compétences / Attributs";"Bonus";"Niv Max";"Nation";"Dommage";"Choc";"Portée";"FOR";"Init";"Mode de tir";"Mun.(Coût)";"CAL.";"DIS (M.Noir)";"Compétence associée";"Protection";"Choc*";"Localisations";"Catégorie de malus";"Contenance";"Etanchéité";"Armes eligible";"Effets Munitions"
"Armes";"Armes de jet";"Boomerang";;350;"0,2 kg";"I";"Inconnu";;;;"Inconnue";"1D6+1";;"2/5/10/20 (40)";"-";-3;;;;"10 (15)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Couteau de lancer";;60;"0,2 kg";"I";"Redcut";;;;"Ligue Rouge";"1D10+1";;"1/2/4/7 (15)";"-";-1;;;;"20 (20)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Dague de lancer";;200;"0,4 kg";"I";"Redcut";;;;"Ligue Rouge";"1D10+1";;"1/2/4/7 (15)";"-";-2;;;;"15 (20)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Dard";;10;"0,06 kg";"I";"Divers";;;;"Diverses";"1D6+2";;"1/2/4/7 (15)";"-";;;;;"20 (20)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Disque à énergie foudre";"Semblable au disque fou, ce prototype a certainement plus d’avenir. Après avoir été lancé, le disque se déplace tout droit et accumule de l’énergie sur son parcours. Plus il est lancé loin, plus il infligera de dommages. Contrairement au disque-drone, le disque n’est pas auto-propulsé : c’est la distance à laquelle le lance son utilisateur qui importe. En plus de ses dommages de base, l’arme inflige 2 points de Dommages physiques et de Dommages additionnels de Choc supplémentaires tous les 5 mètres parcourus. Dès qu’il rencontre un obstacle, il inflige des dommages et s’arrête immédiatement. Le disque est détruit sur une Catastrophe.";600;"0,1 kg";"IV";"B.S.T";;;;"Union Médit.";"1D10";;"2/4/7/15 (30)";"-";;;;;"-5 (5)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Disque à fragmentation";"Un disque à fragmentation est réglé pour exploser à une certaine distance du lanceur. L’utilisateur règle la distance et utilise l’arme normalement. Dès qu’il a atteint son objectif, le disque se fragmente en dizaines de lames tranchantes qui attaquent tout ce qui se trouve dans une sphère de 5 mètres de rayon.";600;"0,1 kg";"III";"Fragster";;;;"Royaume de l’Indus";"1D6+2";;"2/4/7/15 (30)";"-";-2;;;;"-5 (5)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Disque tranchant (normal)";;150;"0,1 kg";"I";"Divers";;;;"Diverses";"1D6+2";;"2/4/7/15 (30)";"-";-2;;;;"15 (20)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Disque-drone";"Ces petits disques sont équipés d’un appareil relié à une balise portée par l’utilisateur. Quand ils sont lancés, ils reviennent automatiquement après avoir touché leur cible. L’utilisateur porte un gant spécial de métal, dans lequel est incorporée la balise. Le disque revient toujours vers le gant, même si celui-ci n’est pas enfilé sur la main. Notez qu’un personnage utilisant l’arme avec le gant à la ceinture, par exemple, s’expose à de sérieux ennuis ! Un disque-drone est tranchant comme une lame de rasoir et incroyablement résistant.";1400;"0,1 kg";"III";"Vira";;;;"Alliance Polaire";"2D10+3";;"2/4/7/15 (30)";"-";;;;;"-5 (1)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Hache (1 main)";;;"1,7 kg";"I";"Primitifs";;;;;"2D10";;"1/2/4/8 (12)";"-";-3;;;;;"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Hache de lancer";;500;"1,2 kg";"I";"Divers";;;;"Diverses";"2D10+3";;"1/2/4/7 (15)";12;-3;;;;"10 (15)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Hache de lancer lourde";;800;"2,4 kg";"I";"Divers";;;;"Diverses";"2D10+5";;;10;-3;;;;"5 (10)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Javelot";;200;"1 kg";"I";"Divers";;;;"Diverses";"2D10+5";;"2/5/10/20 (40)";14;-3;;;;"1 (5)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Lance";;300;"1,7 kg";"I";"Divers";;;;"Diverses";"3D10+1";;"2/4/7/15 (30)";8;-3;;;;"1 (5)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Shuriken";;50;"0,04 kg";"I";"Redcut";;;;"Ligue Rouge";"1D6+1";;"1/2/5/10 (20)";13;-2;;;;"10 (15)";"Armes de jet";;;;;;;;
"Armes";"Armes de jet";"Trident";;900;"2,1 kg";"I";"Divers";;;;"Diverses";"3D10+3";;"2/4/7/15 (30)";12;-3;;;;"-5 (1)";"Armes de jet";;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Canon à infrasons";"Arme expérimentale à infrasons qui “cherche” une fréquence de résonance. Utilisation continue (RL**): ce n’est pas une rafale mais une mise en œuvre sur un ou plusieurs Tours de combat, action exclusive. À chaque Tour d’utilisation continue, le tireur lance 1D100 pour “accrocher” la bonne fréquence (1% de chance au 1er Tour, puis +1% par Tour supplémentaire). Une fois la fréquence trouvée, l’arme affecte la cible (vivants ET matière). Effets sur la matière : la pierre/le béton sont très sensibles (effritement, fissures) ; le métal résiste mieux ; certains alliages haute technologie peuvent être moins affectés. Effets sur un être vivant : lancez 1D20 : 
1 Attaque des organes internes : 4D10 dégâts (Corps), et en cas d’échec critique : risque d’hémorragie interne ; aucune protection ne réduit ces dégâts.
2-3 Douleur crânienne : maux de tête insupportables, malus égal au modificateur de réussite de l’attaque.
4-5 Perturbation des sens : équilibre/vision difficiles ; déplacement seulement via Test de Coordination avec malus = modificateur de réussite ; pénalité aussi sur Initiative et Tests de Perception.
6-7 Hallucinations : ne distingue plus réel/imaginaire ; subit la perturbation des sens + le MJ peut “décrire ce qu’il veut”.
8-10 Tremblements convulsifs : agitation incontrôlable ; malus = modificateur de réussite à tous les Tests quand il doit manipuler quelque chose.
11-13 Éclatement de la chair : la peau éclate en endroits ; 3D10 dégâts (localisations au hasard sur la table des attaques à distance).
14 Fractures : à chaque Tour de combat, Test de Chance avec malus = modificateur de réussite ; en cas d’échec un os se brise (Blessure critique localisée au hasard) sans complication particulière. 
15-16 Vomissements : ne peut plus rien faire d’autre que vomir.
17 Arrêt cardiaque : à chaque Tour de combat, Test de Chance ; si échec le cœur s’arrête (mort si non réanimé, simple Test de Premiers soins).
18 Vibration thoracique : cage thoracique qui vibre ; mal à respirer ; Test de résistance au Choc avec malus = modificateur de réussite.
19-20 Attaque nerveuse : douleurs ; malus à toutes les actions + Test de résistance au Choc ; dans les deux cas le malus = modificateur de réussite.

Note : contre les armures mécaniques, les canons à infrasons infligent 4D10 dégâts physiques localisés (voir chapitre Armures mécaniques, page 322).";19000;"3 kg";"IV";"Hadès";;;;"Hégémonie";"Spécial";"Spécial";"10/50/100/200 (300)";"-";;"RL**";"40 tours (500)";;"-5 (1)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Canon sonique";"Également appelé “disrupteur sonique d’attaque” : arme à son « solidifié ». Inflige des dégâts physiques ; la valeur de protection des armures simples est divisée par deux. Inconvénient majeur : peut endommager des appareils ou la structure d’un navire dans sa zone d’effet ; il arrive que des victimes meurent d’hémorragies internes provoquées par la puissance du son (Test de Chance : sur une Catastrophe, les Dommages de Choc se transforment en Dommages physiques).";8000;"5 kg";"III";"Sonic";;;;"Indépendant";"3D10";"-";"7/20/30/50 (100)";"-";;"CC";"40 (400)";;"1 (5)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Disrupteur neural";"Fusil développé par Cortex en collaboration avec Gladius. Tire une sphère d’énergie qui perturbe les fonctions cérébrales de la cible : la victime touchée subit un malus égal à la marge de réussite de l’attaque. Résistance : Test de Volonté ; en cas de réussite, le malus est réduit d’un nombre de points égal au modificateur de réussite obtenu au Test de Volonté.";8000;"8 kg";"III";"Cortex/Gladius";;;;"Culte du Trident";"-";"-";"7/20/30/50 (100)";"-";;"CC";"8 (800)";;"-10 (-5)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Fusil choc Stun";"Arme “choc” (étourdissante) utilisée par les services de sécurité et gardes à bord des navires : neutralisation efficace, format compact. Le choc agit directement sur le système nerveux / via une décharge de choc (selon modèle).";2600;"2 kg";"II";"Gladius";;;;"Culte du Trident";"-";"3D10";"5/10/20/40 (80)";"-";;"CC";"10 (160)";;"10 (15)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Fusil sonique d’attaque";"Contrairement au fusil sonique incapaciteur, l’onde est prévue pour causer des Dommages physiques. Ses effets secondaires peuvent donc être beaucoup plus dévastateurs sur le matériel ; une telle arme n’est jamais utilisée à l’intérieur d’un navire.";3000;"2 kg";"III";"Sonic";;;;"Indépendant";"1D10+3";"1D10";"7/20/30/50 (100)";"-";;"CC";"10 (300)";;"5 (10)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Fusil sonique incap. sirène";"Par rapport à un fusil choc, arme extrêmement bruyante mais couvrant une zone (environ 5 m de large). En contrepartie, impossible de viser une cible précise : l’arme libère une onde sonique (type “bang” supersonique) dont la puissance se libère au point visé par l’opérateur.";3000;"5 kg";"III";"Sonic";;;;"Indépendant";"-";"2D10+2";"7/20/30/50 (100)";"-";;"CC";"20 (300)";;"5 (10)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Gén. d’onde de choc";"Génère une série d’ondes de choc très brèves : attaque la structure des objets et inflige des Dommages de Choc sur les êtres vivants. Ignore les armures et peut provoquer des pannes en brisant des dispositifs abîmés ou mal fixés. Les équipements touchés effectuent un Test de panne avec un malus égal au modificateur de réussite de l’attaque (en cas d’échec : perte de points d’Intégrité, au choix du MJ).";16000;"3 kg";"IV";"Tempest";;;;"Ligue Rouge";"1D10";"2D10";"7/20/50/100 (150)";"-";;"CC";"60 (600)";;"1 (5)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Modulateur sonique";"Arme de zone : perturbe toutes les cibles dans sa zone d’effet. Si les cibles ne sont pas isolées du bruit ambiant : malus à tous leurs Tests égal au modificateur de réussite de l’attaque + possibles dégâts (saignements) selon le dispositif. L’appareil est protégé par une armure ou un véhicule. Arme constante : quand elle est activée, elle continue tant qu’elle n’est pas désactivée (commande à distance). Tant qu’une cible reste dans la zone affectée, elle subit 1 fois par Tour une nouvelle attaque, localisée Corps ou Tête (au hasard).";6000;"2 kg";"III";"Sonic";;;;"Indépendant";"1D6+1";"1D6";"ZE* 10 m";"-";;"-";"60 Tours (400)";;"5 (10)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Pistolet choc Stun II";"Version légère du Stun (arme choc compacte) pour neutraliser à courte portée.";1500;"1 kg";"II";"Gladius";;;;"Culte du Trident";"-";"2D10";"3/7/15/30 (40)";"-";;"CC";"6 (120)";;"15 (20)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Sonar d’attaque";"Arme spécialisée sous-marine uniquement (ne fonctionne que sous l’eau) contre des créatures vivantes. Émet un écho sonar extrêmement puissant : toutes les créatures vivantes dans la zone d’effet effectuent un Test de résistance au Choc avec un malus de -5.";7000;"2 kg";"III";"Dauphin";;;;"Indépendant";"-";"Spécial";"ZE* 10 m";"-";;"CC";"60 (300)";;"10 (15)";;;;;;;;;
"Armes";"Armes étourdissantes et soniques";"Sonar d’attaque directionnel";"Même principe que le sonar d’attaque simple, mais affecte toutes les créatures sur la ligne de l’émission sonar, sur toute sa portée.";5600;"2 kg";"III";"Dauphin";;;;"Indépendant";"-";"Spécial";100;"-";;"CC";"60 (300)";;"10 (15)";;;;;;;;;
"Armes";"Lanceur";"Lance-capsules";"Ces pistolets ressemblent à des seringues hypodermiques, mais sont légèrement plus gros. Ils projettent de petites capsules pouvant renfermer différents produits ou gaz. Ces capsules sont normalement extrêmement résistantes, mais quand elles sont tirées, un produit injecté dans le canon de l’arme les imprègne et les rend extrêmement fragiles au bout de 2 mètres. Après, elles se brisent sur n’importe quelle surface.";1500;"1 kg";"II";"Divers";;;;"Divers";"-";;"1/2/5/10 (20)";"-";;"CC";"12 (variable)";;"10 (15)";;;;;;;;;
"Armes";"Lanceur";"Lance-disques";"Les caractéristiques indiquées ci-dessus concernent des disques normaux. Il existe bien d’autres sortes de disques (voir Disques p.297).";750;"1 kg";"II";"Divers";;;;"Divers";"1D6+2";;"5/10/20/40 (80)";10;;"CC";"12 (2 000)";;"10 (15)";;;;;;;;;
"Armes";"Lanceur";"Lance-filet";"Cette arme propulse un gros projectile qui libère un filet en mailles extrêmement fines quand il atteint sa cible. Le filet colle à la victime qui ne peut généralement plus rien faire pour s’en débarrasser.";800;"2 kg";"II";"Divers";;;;"Divers";"-";;"3/7/15/30 (40)";10;;"CC";"2 (200)";;"10 (15)";;;;;;;;;
"Armes";"Lanceur";"Lance-flammes";"Le lance-flammes inflige +2D6 points de dommages de choc. Ces dommages reflètent la douleur insupportable liée à l’intensité de la brûlure infligée par cette arme. Il ne faut donc en tenir compte que si l’arme affecte directement le personnage. * Sur 1D3 Localisations. ** Il s’agit d’une mise en œuvre continue (action exclusive).";8000;"14 kg";"IV";"Divers";;;;"Divers";"2D10*";"2D6";"3/7/15/30 (40)";10;;"RL**";"12 (240)";;"5 (10)";;;;;;;;;
"Armes";"Lanceur";"Lance-grenades";"Voir page 309 : les gaz, les capsules, les grenades et les disques sont décrits page 309.";6000;"3 kg";"II";"Divers";;;;"Divers";"-";;"10/50/100/200 (300)";10;;"CC";"1 (variable)";;"10 (15)";;;;;;;;;
"Armes";"Lanceur";"Vaporisateur de gaz";"Le vaporisateur peut être chargé avec différents gaz. Note : les gaz, les capsules, les grenades et les disques sont décrits page 309.";800;"1 kg";"II";"Divers";;;;"Divers";"-";;"1/2/5/10 (20)";10;;"CC";"20 (variable)";;"10 (15)";;;;;;;;;
"Armes";"Accessoires pour armes";"Analyseur tactique individuel : A.T.I Alpha";"Un analyseur tactique est un appareil qui analyse les techniques de défense ou d’attaque d’un adversaire et qui permet à son utilisateur de s’y adapter. L’analyseur est constitué d’une visière et d’un exo-squelette extrêmement léger qui ne fait que guider les mouvements du corps sans jamais les forcer : l’exo incite à un mouvement particulier en sollicitant certains muscles ou nerfs. De plus, cet appareil doit être branché sur un implant neural spécial. L’analyseur peut fonctionner selon deux modes : analyse offensive ou défensive. L’analyse offensive impose un malus au Test d’attaque de la cible. L’analyseur défensif offre un bonus au Test de défense de l’utilisateur, contre sa cible. Lors de sa Déclaration d’intention, l’utilisateur peut mettre en œuvre l’un ou l’autre mode d’analyse, mais pas les deux en même temps (changer de mode est une action gratuite). Avant d’être efficace, il faut compter un certain temps d’analyse : au début de chaque Tour où l’utilisateur combat - ou peut voir combattre - sa cible, effectuer un Test avec le niveau de fonctionnement de l’appareil. Une fois qu’il a cumulé un total de 20 points de marge de réussite, il peut commencer à guider son utilisateur. À partir de cet instant, à chaque nouveau Test réussi (en début de Tour, avec le niveau de l’appareil), le malus imposé à la cible ou le bonus gagné par l’utilisateur augmente d’1 point, jusqu’à une valeur maximum de +4. Cet appareil n’est efficace que contre une cible à la fois. Dès qu’un combat cesse, un personnage perd tous les avantages de l’analyseur.

Note : on dit que l’Alliance polaire aurait développé des systèmes plus perfectionnés pour ses robots de combat, capables d’analyser plusieurs cibles à la fois et beaucoup plus performants.";48000;"5 kg";"IV";"OmniTech";;8;;"Rep. du Corail";;;;;;;;;"-10 (-5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Mémoire de cibles Mémo";"On peut adjoindre à une arme un système de blocage automatique concernant certaines cibles préenregistrées. En cas de détection, on effectue un Test de fonctionnement. Si le Test échoue, le système tombe en panne et l’arme ne reconnaît pas la cible. Si l’arme est équipée d’un système réactif, elle ouvrira le feu. Utilisée par un individu, ce système permet d’éviter les erreurs de tir. C’est une fonction semblable au programme d’identification Ami/Ennemi, mais qui ne s’applique qu’à une seule arme qui n’a pas besoin d’être reliée à un ordinateur. On peut coupler ce système avec un petit bloc afficheur de données : les cibles préenregistrées apparaissent soulignées de vert sur le petit écran ; toutes les données concernant la cible, enregistrées dans l’ordinateur, apparaissent sur simple demande de l’opérateur. Le modèle Mémo peut enregistrer 24 cibles différentes.";30000;"1 kg";"III";"Trinicom";;15;;;;;;;;;;;"5 (10)";;;;;;;;;
"Armes";"Accessoires pour armes";"Mémoire de cibles : Bloc afficheur de données";"Bloc afficheur de données à coupler avec un système de mémoire de cibles : les cibles préenregistrées apparaissent soulignées de vert sur le petit écran ; toutes les données concernant la cible, enregistrées dans l’ordinateur, apparaissent sur simple demande de l’opérateur.";900;"0,5 kg";"III";"Trinicom";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Armes";"Accessoires pour armes";"Poignée d’identification";"Une poignée d’identification est un dispositif spécial qui empêche tout individu non reconnu par le système d’utiliser une arme.";12000;"-";"III";"Trinicom";;;;;;;;;;;;;"5 (5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Projecteur de mouvement";"Appareil fixé à une arme et relié à une visière ou un afficheur spécial, permettant de prévoir les déplacements d’une cible. Quand un personnage vise une cible en déplacement (doit effectuer un Tir visé), on effectue un Test avec le niveau de l’appareil. En cas d’échec, le tir échoue automatiquement. En cas de réussite, le modificateur de réussite réduit le malus dû au déplacement de la cible (et seulement celui-ci), jusqu’à l’annuler si possible. Si le modificateur de réussite est supérieur au malus, le personnage ne gagne toutefois aucun bonus. Si un adversaire se déplace en zigzag ou de manière imprévisible, le niveau de l’appareil est réduit de moitié.";22000;"0,5 kg";"IV";"Premia Industries";;15;;;;;;;;;;;"-5 (5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Silencieux";"Un silencieux ne peut équiper que des armes à feu de type armes de poing, fusils simple, d’assaut ou de précision (les mitrailleuses et les armes lourdes ne peuvent pas être équipées d’un silencieux). Il permet de réduire le bruit d’une détonation. Le coût dépend de la puissance de l’arme, et se calcule à partir du nombre de D10 utilisés pour déterminer ses dommages. Un silencieux s’adapte à un type d’arme bien précis. * Exemple : 3 000 sols pour 3D10.";"1000 x niv";;"II";"Trinicom";;;;;;;;;;;;;"15 (20)";;;;;;;;;
"Armes";"Accessoires pour armes";"Systèmes d’aide à la visée : Lunette de visée";"Une lunette est prévue pour équiper un type d’arme bien précis (pistolet, fusil d’assaut, fusil de précision, etc.). Chaque niveau offre un bonus de +1 au Test de tir, jusqu’à un maximum de +10. Pour utiliser une lunette il faut obligatoirement effectuer un Tir visé, en consacrant un point d’Initiative par point de bonus (ex : lunette niv. 5 = 5 points d’Initiative). Attention : le bonus de la lunette et celui du Tir visé ne sont pas cumulatifs : on ne prend que le plus élevé. De plus, plus le niveau d’une lunette est élevé, plus elle est destinée à des tirs à longue portée (un personnage ne devrait pas pouvoir utiliser une lunette de niveau supérieur à 3 à courte portée, ou supérieur à 5 à moyenne portée). Une lunette peut être équipée d’un système de détection spécial (voir Lunettes, jumelles et visières, page 294).";"1000 x (niv x niv)";"0,1 kg x niv";"II";"Trinicom";"Tir de précision *";"niv";;;;;;;;;;;"15 (20)";;;;;;;;;
"Armes";"Accessoires pour armes";"Systèmes d’aide à la visée : Calculateur laser";"Cet instrument permet de calculer automatiquement la distance entre son utilisateur et une cible, grâce à un laser télémètre à rayon invisible.";1500;"0,3 kg";"II";"Trinicom";;;;;;;;;;;;;"10 (15)";;;;;;;;;
"Armes";"Accessoires pour armes";"Systèmes d’aide à la visée : Visée laser";"Cet équipement offre un bonus de +2 au Test de tir. Il ne fonctionne pas dans l’eau, ni en cas de brouillard ou de fumée épaisse. Sa portée théorique est de 50 m environ, mais sa portée utile est plus limitée : il faut pouvoir distinguer le fameux point rouge projeté par le laser.";2500;"0,5 kg";"II";"Trinicom";"Armes Lourdes
Armes de poing
Armes de Trait
Fusil/Armes d'épaules
Tir automatiques *
Tir de précision *";2;;;;;;;;;;;"5 (15)";;;;;;;;;
"Armes";"Accessoires pour armes";"Système de tir assisté : Implant palmaire";"On peut équiper des armes de systèmes facilitant leur maniement. Un personnage employant ce genre de systèmes obtient des bonus. Ces systèmes ne sont pas cumulables : si plusieurs sont installés, on prend le plus performant. Implant palmaire : cet implant corrige la visée et la tenue de l’arme, améliorant légèrement la précision du tir.";5000;"-";"III";"New Dynamic";"Armes Lourdes
Armes de poing
Armes de Trait
Fusil/Armes d'épaules
Tir automatiques *
Tir de précision *";1;;;;;;;;;;;"1 (5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Système de tir assisté : Visière Onarck P";"On peut équiper des armes de systèmes facilitant leur maniement. Un personnage employant ce genre de systèmes obtient des bonus. Ces systèmes ne sont pas cumulables : si plusieurs sont installés, on prend le plus performant. Visières de tir Onarck P et Vanguard : visières connectées à l’arme, affichant les données en temps réel (analyse des cibles, état des munitions, etc.).";6000;"0,3 kg";"III";"New Dynamic";"Armes Lourdes
Armes de poing
Armes de Trait
Fusil/Armes d'épaules
Tir automatiques *
Tir de précision *";2;;;;;;;;;;;"1 (5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Système de tir assisté : Visière Vanguard";"On peut équiper des armes de systèmes facilitant leur maniement. Un personnage employant ce genre de systèmes obtient des bonus. Ces systèmes ne sont pas cumulables : si plusieurs sont installés, on prend le plus performant. Visières de tir Onarck P et Vanguard : visières connectées à l’arme, affichant les données en temps réel (analyse des cibles, état des munitions, etc.).";12600;"0,3 kg";"III";"New Dynamic";"Armes Lourdes
Armes de poing
Armes de Trait
Fusil/Armes d'épaules
Tir automatiques *
Tir de précision *";3;;;;;;;;;;;"1 (5)";;;;;;;;;
"Armes";"Accessoires pour armes";"Système réactif autonome : R.N.T. Jaguar 400";"Un système réactif autonome peut être utilisé sur une arme installée sur un trépied, par exemple. Le mécanisme se fixe sur l’arme (il faut un système par arme). Doté d’un petit ordinateur spécialisé, d’un analyseur, d’un calculateur de tir et d’un détecteur, il permettra à l’arme d’agir d’elle-même (tous les Tests utilisent le niveau du détecteur). Le personnage détermine les conditions d’activation de l’arme. Notez qu’un système réactif autonome peut équiper autre chose que des armes.";9600;"1,5 kg";"II";"Trinicom";;12;;;;;;;;;;;"5 (10)";;;;;;;;;
"Armes";"Accessoires pour armes";"Trépied";"Trépieds et harnais de tir pour armes lourdes : certaines armes lourdes ont besoin d’un trépied ou d’un harnais mécanisé. Le harnais ne permet que de réduire de moitié le poids d’une arme. Les personnages utilisant une arme ayant besoin d’un support peuvent soit utiliser le support intégré à l’arme, soit s’appuyer sur un quelconque obstacle (le MJ peut imposer un malus au tir). Sans support/appui, les chances de réussite du Test sont divisées par deux. Note : avec l’évolution technologique, certaines armes nécessitant un harnais ou un trépied peuvent ne plus en avoir besoin quand elles deviennent suffisamment légères (voir Armes de NT supérieur, page 302).";600;"-";"-";"-";;;;;;;;;;;;;"-";;;;;;;;;
"Armes";"Accessoires pour armes";"Harnais mécanisé";"Trépieds et harnais de tir pour armes lourdes : certaines armes lourdes ont besoin d’un trépied ou d’un harnais mécanisé. Le harnais ne permet que de réduire de moitié le poids d’une arme. Les personnages utilisant une arme ayant besoin d’un support peuvent soit utiliser le support intégré à l’arme, soit s'appuyer sur un quelconque obstacle (le MJ peut imposer un malus au tir). Sans support/appui, les chances de réussite du Test sont divisées par deux. Note : avec l’évolution technologique, certaines armes nécessitant un harnais ou un trépied peuvent ne plus en avoir besoin quand elles deviennent suffisamment légères (voir Armes de NT supérieur, page 302).";3000;"-";"-";"-";;;;;;;;;;;;;"-";;;;;;;;;
"Equipement Général";"Communication";"Caméra Disque";"Objet où l'on stocke les données de la vidéo.";20;"0,1 kg";"II";"Visual Dream";;;;;;;;;;;;;"15 (10)";;;;;;;;;
"Equipement Général";"Communication";"Caméra Triton 245";"La Triton 245 est une petite caméra portable d’à peine 30 centimètres de long, qui peut bien évidemment être utilisée sous l’eau, jusqu’à une profondeur de -6 000 mètres. Il existe des modèles allant plus profondément, mais le prix est augmenté de 25% par tranche de 1 000 m en plus. Cette caméra utilise des microdisques enregistreurs d’une capacité de 12 heures.";300;"1,4 kg";"II";"Visual Dream";;;;;;;;;;;;;"15 (10)";;;;;;;;;
"Equipement Général";"Communication";"Capteurs d’ondes Cyclope";"Cet appareil permet d’intercepter une émission radio en surface. Un capteur d’ondes a une portée de base de 500 mètres par niveau. Le coût et le poids augmentent chacun de 10% par tranche de 100 mètres supplémentaires.";9000;"9 kg";"III";"Enigma";;;;;;;;;;;;;"5 (10)";;;;;;;;;
"Equipement Général";"Communication";"Communicateur ComDive [Sous-marin]";"Les communications radio sous l’eau posent d’énormes problèmes. Les dispositifs qui équipent les plongeurs ont des portées assez limitées, qui sont encore réduites avec la profondeur. Plus on s’enfonce, plus le signal va se détériorer et va devenir incompréhensible (portée de réception : -10 % par tranche de 1 000 mètres de profondeur). De plus, le signal peut être détecté (mais pas compris) sur quatre fois sa portée d’émission. Les plongeurs préfèrent donc souvent avoir recours aux bonnes vieilles techniques de communication par signes, ou par câble de communication.
Les communicateurs externes posent beaucoup moins de problèmes. Dans une station, on peut soit passer par une borne relais, soit utiliser normalement son communicateur, mais celui-ci pourra subir quelques limitations en fonction de la structure du lieu. Par contre en surface, ils subissent les effets des perturbations atmosphériques ce qui réduit leur portée et la qualité du signal (en général la portée et le Test de fonctionnement de l’appareil sont réduits de 1D10 x 10%).
Les communicateurs peuvent être dotés d’un Blindage électronique, pour éviter les détections. Leur blindage modifie le Test de capteurs d’ondes et détermine si l’appareil est brouillé. Ils peuvent aussi être couplés à des modules de cryptage ou de décryptage.
Le Global 12 présenté ci-dessous est certainement le modèle de communicateur le plus répandu au fond des mers, malgré son prix élevé. Petit, résistant, il se porte au poignet et indique l’heure universelle. On peut le relier à un dispositif auditif et vocal très discret (livré avec), pour l’utiliser en armure ou sans avoir à lever le poignet. L’appareil standard a un niveau de Blindage électronique de 4, ainsi que des modules de cryptage et de décryptage de niveau 2. Ces appareils sont agréés par la plupart des services de sécurité. La puissance d’émission de ce communicateur, portant à 1 km, permet de couvrir la superficie de la plus grande des stations sous-marines. Le ComDive 100 est assez populaire chez les plongeurs. Sa portée est de 100 m.";1000;"0,1 kg";"III";"ComDive";;;;;;;;;;;;;"20 (20)";;;;;;;;;
