"Connaissances_";"Connaissance des nations/organisations";;"PN";"INT/INT";;"Compétence limitative pour : toutes les actions demandant une connaissance précise de telle ou telle communauté, faction ou nation.

Cette Compétence regroupe toutes les connaissances générales qu’un personnage peut avoir sur une nation, une communauté, une faction ou une organisation donnée (histoire, Géographie, société, politique, législation, politique, armée, dirigeants, organisation interne, coutumes et mode de vie, etc.). Il existe une Compétence spécifique pour chaque type d’organisation. Il peut s’agir :
• D’une nation majeure ou mineure (exemples : Hégémonie, Ligue rouge, République du Corail, Équinoxe, États du Rift, etc.).
• D’une faction (exemples : Confrérie des Veilleurs, Mercenaires, Pirates, etc.). • D’une organisation religieuse (exemples : Culte du Trident, Confrérie du Soleil noir, etc.).
• D’un groupe criminel (exemples : Contrebandiers, Crime organisé, etc.). • Ou même d’une faction ancienne, comme les Généticiens ou l’Alliance Azur, pour un personnage qui s’intéresse aux secrets du passé…

Seule la Compétence correspondant à la communauté d’origine du personnage démarre à un niveau de base de +3. Les autres Compétences subissent un malus au niveau de base, en fonction de leur nature : +0 pour une communauté connue, importante et/ou proche géographiquement, -3 pour une communauté moins connue, mineure ou plus lointaine, X pour une communauté inconnue, une organisation secrète (la Confrérie du Soleil noir par exemple) ou une ancienne puissance (les Généticiens).

Ces Compétences peuvent être considérées comme limitatives, dès que l’action tentée suppose une connaissance précise d’une communauté en particulier. Les Compétences les plus souvent limitées sont Éloquence/Persuasion (pour un discours basé sur les idées ou les coutumes de telle ou telle communauté), Bureaucratie (pour les procédures administratives spécifiques), Éducation/Culture générale (pour des faits vraiment précis concernant telle ou telle communauté)."
"Connaissances_";"Cryptographie †";;"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Cette Compétence permet de coder et de décoder des documents et des messages. Pour coder, en règle générale, le joueur peut choisir lui-même le malus à appliquer au Test. Le modificateur de Difficulté du personnage qui tentera de décoder le message sera égal à ce malus, augmenté du modificateur de réussite obtenu par le cryptographe à l’issue de son Test. Si celui-ci utilise un ordinateur pour coder son message, le décrypteur devra obligatoirement faire de même. En revanche, si le code a été réalisé sans l’aide de l’informatique, on peut le décoder de la même façon (et dans ce cas, recourir à un ordinateur et des logiciels adéquats permet de bénéficier d’un bonus de +7…). Plus le code est complexe, plus le temps nécessaire à son décryptage est long (il faut compter en heures, voire en jours…)."
"Connaissances_";"Navigation †";;"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Cette Compétence, indispensable pour diriger un navire sans visibilité, permet de déterminer sa position de manière précise et de calculer un itinéraire. La marge de réussite (ou d’échec) indique la précision (ou les erreurs) du navigateur. Notez que Navigation concer- ne en priorité les déplacements sur de grandes distances, à l’échelle d’une zone géographique vaste : entre deux stations par exemple, ou entre deux points de navigation relativement éloignés l’un de l’autre (disons plus de quelques kilomètres). Une bonne marge de réussite permet d’arriver plus vite à destination, en profitant par exemple des bons courants marins ou d’éviter de faire des mauvaises rencontres (en traversant des eaux contrôlées par une force armée hostile ou infestées de pirates). En cas d’échec, le navire peut se perdre (ou être confronté à un événement fâcheux : attaque de pirates, phénomène sous-marin, etc.). Pour un long voyage (traverser une mer, un océan, contourner un continent ou le territoire d’une nation majeure), le MJ peut parfaitement demander plusieurs Tests de Navigation.

Note : sur des distances courtes (moins de quelques kilomètres), seules les Compétences de pilotage et d’Orientation sont utiles (voir les descriptions de ces dernières)."
"Connaissances_";"Recherche d'informations †";;"(-3)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Cette Compétence est utile pour rechercher une information précise dans les bases de données ou pour faire une recherche sur un sujet donné. La Difficulté du Test dépend de la rareté ou de la sensibilité de l’information recherchée."
"Connaissances_";"Sciences/connaisances spécialisées";"Administration/Gestion";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance de la gestion des comptes et des ressources d’une société (ou d’une quelconque organisation), mais aussi des techniques de fraudes commerciales…"
"Connaissances_";"Sciences/connaisances spécialisées";"Armes/Systèmes d’armement";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance des armes, des munitions, des systèmes d’armement (montés sur des véhicules), des technologies employées, etc."
"Connaissances_";"Sciences/connaisances spécialisées";"Astrophysique/Astronomie";"(X)";"INT/INT";"Physique/Chimie 10, Éducation/Culture générale 10";"Pré-requis nécessaires : Physique/Chimie 10.

Connaissances concernant l’espace et la physique spatiale."
"Connaissances_";"Sciences/connaisances spécialisées";"Biologie/Physiologie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance de la biologie des organismes vivants."
"Connaissances_";"Sciences/connaisances spécialisées";"Botanique";"(X)";"INT/INT";"Biologie/Physiologie 7, Éducation/Culture générale 10";"Pré-requis nécessaires : Biologie/Physiologie 7.

Connaissance des végétaux et de leur écosystème. Cette Compétence permet aussi de diagnostiquer les maladies affectant la flore et de connaître le remède approprié."
"Connaissances_";"Sciences/connaisances spécialisées";"Criminalistique";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : selon la technique employée.

Connaissance des techniques d’analyse des scènes de crime (balistique, empreintes et traces, microfibres, etc.)."
"Connaissances_";"Sciences/connaisances spécialisées";"Droit/Législations";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance du droit, des lois et du fonctionnement de la justice."
"Connaissances_";"Sciences/connaisances spécialisées";"Finances";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance des rouages des systèmes financiers et bancaires et capacité à effectuer de bonnes opérations boursières ou des placements financiers judicieux"
"Connaissances_";"Sciences/connaisances spécialisées";"Économie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance des sciences et théories économiques."
"Connaissances_";"Sciences/connaisances spécialisées";"Géologie";"(X)";"INT/INT";"Physique/Chimie 5, Éducation/Culture générale 10";"Pré-requis nécessaires : Physique/Chimie 5.

Connaissance concernant la Géographie physique de la planète, la constitution de l’écorce terrestre, les minerais ou l’activité volcanique."
"Connaissances_";"Sciences/connaisances spécialisées";"Géographie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Etude de la Géographie des nations (société, économie, etc.)"
"Connaissances_";"Sciences/connaisances spécialisées";"Histoire/Archéologie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Connaissance de l’histoire des nations, étude des vestiges archéologiques."
"Connaissances_";"Sciences/connaisances spécialisées";"Médecine";"(X)";"INT/INT";"Biologie/Physiologie 7, Éducation/Culture générale 10";"Prérequis nécessaires : Biologie/Physiologie 7.

Connaissance des maladies et des troubles pouvant affecter les êtres humains, quelle que soit leur nature, et des traitements qu’il convient de leur appliquer."
"Connaissances_";"Sciences/connaisances spécialisées";"Pharmacologie";"(X)";"INT/INT";"Biologie/Physiologie 5, Physique/Chimie 5, Éducation/Culture générale 10";"Pré-requis nécessaire : Biologie/Physiologie 5, Physique/Chimie 5.

Connaissance des médicaments, mais aussi des drogues et des poisons.  Des versions plus restreintes de cette Compétence, appelées simplement Connaissance des poisons (X) et Connaissance des drogues (X), et limitées à la connaissance pratique de ces produits spécifiques, existent aussi. Ces Compétences n’ont pas de pré-requis."
"Connaissances_";"Sciences/connaisances spécialisées";"Physique/Chimie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Etude des propriétés physiques de la matière."
"Connaissances_";"Sciences/connaisances spécialisées";"Psychologie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Etude de l’esprit et du comportement humain."
"Connaissances_";"Sciences/connaisances spécialisées";"Sciences politiques";"(X)";"INT/INT";"Géographie 7, Histoire/Archéologie 5, Éducation/Culture générale 10";"Prérequis nécessaires : Géographie 7, Histoire/Archéologie 5.

Connaissances des nations et de leur systèmes politiques, de la géopolitique mondiale…"
"Connaissances_";"Sciences/connaisances spécialisées";"Sociologie";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Etude des sociétés humaines."
"Connaissances_";"Sciences/connaisances spécialisées";"Zoologie";"(X)";"INT/INT";"Biologie/Physiologie 7, Éducation/Culture générale 10";"Pré-requis nécessaires : Biologie/Physiologie 7.

Connaissance des animaux et de leur écosystème. Cette Compétence permet aussi de diagnostiquer les maladies affectant la faune et de connaître le remède approprié."
"Connaissances_";"Stratégie †";;"(-3)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation/Culture générale 10.

Cette Compétence permet de diriger le déroulement d’un conflit dans sa globalité : il s’agit ici de gérer l’ensemble des ressources militaires, économiques, politiques, psychologiques et humaines d’une nation ou d’une organisation, dans le but de gagner une guerre (contrairement à la tactique, qui permet de gagner un combat, une bataille…). Cette Compétence peut également être utilisée pour gérer des crises majeures ou des conflits géopolitiques."
"Connaissances_";"Tactique";"Combat naval";"(-3)";"INT/ADA";;"Cette Compétence permet de diriger des unités de combat (ou assimilées) engagées dans une opération militaire et de leur donner des plans d’action efficaces, de manière à prendre l’avantage sur les forces adverses (déplacements, manœuvres et positionnement sur le champ de bataille, tactiques d’attaque et de défense particulières, ruses, etc.). Notez que cette Compétence ne concerne que des opérations ponctuelles (un combat, une bataille) et diffère en cela de la Stratégie, qui permet de gérer un conflit dans sa globalité. Il existe une Compétence par type d’opération tactique : concerne le combat entre navires submersibles (quelle que soit leur taille)."
"Connaissances_";"Tactique";"Combat souterrain";;"INT/ADA";;"Cette Compétence permet de diriger des unités de combat (ou assimilées) engagées dans une opération militaire et de leur donner des plans d’action efficaces, de manière à prendre l’avantage sur les forces adverses (déplacements, manœuvres et positionnement sur le champ de bataille, tactiques d’attaque et de défense particulières, ruses, etc.). Notez que cette Compétence ne concerne que des opérations ponctuelles (un combat, une bataille) et diffère en cela de la Stratégie, qui permet de gérer un conflit dans sa globalité. Il existe une Compétence par type d’opération tactique : concerne les opérations militaires menées en milieu souterrain."
"Connaissances_";"Tactique";"Combat terrestre";;"INT/ADA";;"Cette Compétence permet de diriger des unités de combat (ou assimilées) engagées dans une opération militaire et de leur donner des plans d’action efficaces, de manière à prendre l’avantage sur les forces adverses (déplacements, manœuvres et positionnement sur le champ de bataille, tactiques d’attaque et de défense particulières, ruses, etc.). Notez que cette Compétence ne concerne que des opérations ponctuelles (un combat, une bataille) et diffère en cela de la Stratégie, qui permet de gérer un conflit dans sa globalité. Il existe une Compétence par type d’opération tactique : concerne les opérations militaires menées à la Surface.

ARMES SATELLITES
La Compétence Tactique [Combat terrestre] permet également l’utilisation des armes satellites contrôlées par les stations orbitales. Pour commander un tir d’armes satellites, il faut entrer en contact avec une station orbitale et préciser les coordonnées du tir. Les armes ne sont pas disponibles à tout moment, cela dépend de la position du satellite dans le ciel. La Difficulté de ce Test dépend généralement des conditions météo de la Surface. Cette Compétence permet en effet, grâce à une bonne connaissance de ces armes, d’essayer de calculer le plus précisément possible l’endroit où elles doivent s’abattre sans être prises dans la tourmente. Notez que savoir utiliser ces armes ne suffit pas, il faut aussi en avoir l’autorisation…"
"Connaissances_";"Tactique";"Opérations commando";;"INT/ADA";;"Cette Compétence permet de diriger des unités de combat (ou assimilées) engagées dans une opération militaire et de leur donner des plans d’action efficaces, de manière à prendre l’avantage sur les forces adverses (déplacements, manœuvres et positionnement sur le champ de bataille, tactiques d’attaque et de défense particulières, ruses, etc.). Notez que cette Compétence ne concerne que des opérations ponctuelles (un combat, une bataille) et diffère en cela de la Stratégie, qui permet de gérer un conflit dans sa globalité. Il existe une Compétence par type d’opération tactique : concerne les opérations sub-tactiques menées par un petit groupe, avec un objectif spécifique (infiltration ou extraction, sabotage ou assassinat, prise de contrôle d’une petite station ou d’un navire, neutralisation de terroristes ou de preneurs d’otages, etc.), ou pour un combat en environnement difficile (le combat « urbain » par exemple, dans les grandes villes ou les grandes stations sous-marines)."
"Furtivité / Subterfuge_";"Camouflage/Dissimulation";;"(-3)";"ADA/PER";;"Cette Compétence permet de se dissimuler en se servant de l’environnement naturel, en utilisant les recoins ou les anfractuosités, l’obscurité, la végétation (y compris végétation sous-marine). La plupart du temps, Camoufl age/Dissimulation suppose l’utilisation de techniques et de subterfuges particuliers ou d’un matériel adapté : combinaison de camouflage, abri camouflé de manière à se fondre dans le paysage, maquillage et déguisement mimétique, etc. Lors d’un déplacement, Camoufl age/Dissimulation permet aussi de dissimuler ses propres traces. Cette Compétence peut également être utilisée pour un navire, lorsqu’il s’agit de le dissimuler par des moyens physiques par exemple en le cachant dans une fosse sousmarine ou en le maquillant pour le faire passer pour un rocher ou une épave). Camoufl age/Dissimulation est souvent employé dans un Test d’opposition, contre l’Observation de l’adversaire. La Difficulté du Test dépend la plupart du temps de l’environnement et des possibilités de dissimulation offertes par celui-ci. Enfin, cette Compétence permet de cacher un objet sur soi, dans ses bagages ou dans un lieu. La Difficulté du Test dépend de la taille de l’objet et de la vigilance des personnes que l’on cherche à tromper."
"Furtivité / Subterfuge_";"Déguisement/Imitation";;"(-3)";"ADA/PER";;"Cette Compétence permet à un personnage de changer d’apparence et même de se faire passer pour quelqu’un d’autre. La Difficulté du Test dépend des objectifs visés : modifier légèrement son apparence est relativement simple, mais adopter une apparence et un comportement à l’opposé de celles du personnage est beaucoup plus difficile. Déguisement/Imitation est la plupart du temps utilisée dans un Test d’opposition contre l’Intelligence (ou l’Observation, selon les cas) de l’adversaire. L’emploi d’un matériel adapté (déguisement, maquillage, etc.) est souvent nécessaire. De même, la connaissance de certaines Compétences peut être indispensable si le personnage doit s’exprimer et dialoguer avec les gens qu’il essaie de tromper.

Dans le cas de l’usurpation de l’identité d’une personne réelle, le MJ peut accorder un bonus à l’adversaire, si ce dernier connaît plus ou moins la personne imitée. Il est bien entendu extrêmement difficile de tromper un proche, qui connaît bien la personne (il faut dans ce cas disposer d’un masque de la personne ainsi que d’un maquillage parfait, et avoir étudié les gestes et le comportement de sa victime avec attention pendant de longues heures)."
"Furtivité / Subterfuge_";"Discrétion/Filature";;;"ADA/PER";;"Cette Compétence permet de passer inaperçu dans un lieu public, d’éviter de se faire remarquer et de suivre une personne sans être repéré."
"Furtivité / Subterfuge_";"Evasion";;;"COO/VOL";;"Cette Compétence permet de se défaire des liens, comme des cordes, des menottes mécaniques ou des filets. La Difficulté du Test dépend de la complexité des liens. Dans certains cas, le MJ peut imposer l’utilisation de matériel (comme une épingle pour crocheter des menottes ou un objet capable de couper ou d’user la corde). Si le PJ n’en a pas, soit l’évasion est impossible, soit la Difficulté est encore augmentée."
"Furtivité / Subterfuge_";"Furtivité/Déplacement silencieux *";;;"ADA/PER";;"Compétence limitative pour : toute action devant être réalisée sans bruit.

Cette Compétence permet de se déplacer sans bruit et sans se faire repérer. Utilisée comme une Compétence limitative, elle permet aussi d’effectuer une action discrète en silence : se débarrasser d’une sentinelle, crocheter une porte, désactiver un système de sécurité, saboter une installation… Cette Compétence est souvent utilisée dans un Test d’opposition contre la Perception du personnage à tromper."
"Furtivité / Subterfuge_";"Pickpocket";;"(-3)";"COO/ADA";;"Cette Compétence permet de dérober discrètement des objets dans les poches d’autres personnages ou même sur les étalages des marchands. La Difficulté du Test dépend de la taille de l’objet à voler et de son emplacement. Une cible qui se méfie a droit à un Test de Perception, en opposition contre le Test de Pickpocket."
"Langues / langages_";"Langue étrangère";"Amanéun";"(X)";"INT/INT";;"Langue d’Amazonia (racine(s) : inconnue)"
"Langues / langages_";"Langue étrangère";"Azran";"(X)";"INT/INT";;"Langue très rare (racine(s) : dialecte azuran)"
"Langues / langages_";"Langue étrangère";"Gashklar";"(X)";"INT/INT";;"Ancienne langue encore parlée sur Nova (racine(s) : langues de l’ancien temps)"
"Langues / langages_";"Langue étrangère";"Isitac";"(X)";"INT/INT";;"Langue de la République du Corail (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Lesarach";"(X)";"INT/INT";;"Langage de la communauté du Léviathan, mêlant sifflements et petits cris aux paroles (racine(s) : inconnue)"
"Langues / langages_";"Langue étrangère";"Léxzion";"(X)";"INT/INT";;"Langue parlée sur Pull (racine(s) : arkonien)"
"Langues / langages_";"Langue étrangère";"Néo-azuran";"(X)";"INT/INT";;"Langue la plus répandue au fond des mers (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Nezraïs";"(X)";"INT/INT";;"Langue du Culte du Prophète de Syrte (racine(s) : langue de l’ancien temps)"
"Langues / langages_";"Langue étrangère";"Océane";"(X)";"INT/INT";;"Langue de l’Union méditerranéenne (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Olakar";"(X)";"INT/INT";;"Langue de la Ligue rouge (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Olosak";"(X)";"INT/INT";;"Langue d’Hégémonie (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Ossyrien";"(X)";"INT/INT";;"Langue des États du Rift (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Rénaréan";"(X)";"INT/INT";;"Langue de l’Alliance polaire (racine(s) : azuran)"
"Langues / langages_";"Langue étrangère";"Ternaset";"(X)";"INT/INT";;"Langue des Ternasets ; certains affirment que c’est la plus ancienne au monde (racine(s) : inconnue)"
"Langues / langages_";"Langue étrangère";"Trashan";"(X)";"INT/INT";;"Langue parlée à Kryss, Pushkar et Suvadi (racine(s) : arkonien et langages de l’ancien temps)"
"Langues / langages_";"Langue ancienne";"Arkonien";"(X)";"INT/INT";;"Langue des Généticiens (racine(s) : inconnue)"
"Langues / langages_";"Langue ancienne";"Azuran";"(X)";"INT/INT";;"Ancienne langue officielle de l’Alliance Azur (racine(s) : azuréen)"
"Langues / langages_";"Langue ancienne";"Azuréen";"(X)";"INT/INT";;"Azuran noble (racine(s) : langues de l’ancien temps)"
"Langues / langages_";"Langue ancienne";"Gatéen";"(X)";"INT/INT";;"Ancienne langue parlée à Gatéo (racine(s) : latin)"
"Langues / langages_";"Langages Spécifiques";"Absolan";"(X)";"INT/INT";;"Langue des diplomates (racine(s) : néoazuran)"
"Langues / langages_";"Langages Spécifiques";"Énéfid";"(X)";"INT/INT";;"Jargon des espions ; ce langage est plus proche d’un code (racine(s) : aucune)"
"Langues / langages_";"Langages Spécifiques";"Exon";"(X)";"INT/INT";;"Langue des dauphins, pas de forme écrite (racine(s) : aucune)"
"Langues / langages_";"Langages Spécifiques";"Foreur";"(X)";"INT/INT";;"Langue des Foreurs. La forme écrite utilise à la fois gravures et son et ne peut être lue qu’avec un appareil spécial ou mutation spécifique ; la forme orale nécessite un appareil radio (racine(s) : aucune)"
"Langues / langages_";"Langages Spécifiques";"Inésis";"(X)";"INT/INT";;"Langue des prêtres du Trident (racine(s) : azuran)"
"Langues / langages_";"Langages Spécifiques";"Ithraxien";"(X)";"INT/INT";;"Langue des pirates (racine(s) : néo-azuran)"
"Langues / langages_";"Langages Spécifiques";"Klan";"(X)";"INT/INT";;"Langue des mineurs (racine(s) : néo-azuran)"
"Langues / langages_";"Langages Spécifiques";"Langage des signes";"(X)";"INT/INT";;"Permet de dialoguer par signes (racine(s) : aucune)"
"Langues / langages_";"Langages Spécifiques";"Lévéan";"(X)";"INT/INT";;"Langue des Léviathans et de la plupart des mammifères, nécessite un appareil radio, pas de forme écrite (racine(s) : aucune)"
"Langues / langages_";"Langages Spécifiques";"Métalan";"(X)";"INT/INT";;"Langue des érudits (racine(s) : mélange d’isitac et d’azuréen)"
"Langues / langages_";"Langages Spécifiques";"Néolan";"(X)";"INT/INT";;"Langue des ingénieurs (racine(s) : azuran)"
"Langues / langages_";"Langages Spécifiques";"Sirs";"(X)";"INT/INT";;"Jargon des bas-fonds, des voleurs et des mendiants (racine(s) : néo-azuran)"
"Langues / langages_";"Langages Spécifiques";"Soléen";"(X)";"INT/INT";;"Langue du commerce, très répandue (racine(s) : azuran)"
"Pilotage_";"Manoeuvre d'armure *";"Armures atmosphériques";"(X)";"COO/ADA";;"Compétence limitative pour : toutes les actions physiques en armure, notamment Acrobatie/Équilibre, Athlétisme, Escalade ou les Compétences de combat au contact. Les Compétences de combat à distance ne sont, elles, pas limitées.

Cette Compétence permet d’utiliser les armures mécanisées, que l’on pourrait facilement assimiler à des véhicules et dont la manœuvre demande un certain entraînement. Certaines Compétences, qui requièrent une grande précision, ne peuvent être utilisées en armure (Chirurgie ou Premiers soins, par exemple).

De nombreuses armures - appelées « armures hybrides » - peuvent être utilisées dans plusieurs milieux différents. Le personnage doit donc développer la Compétence qui correspond à chaque milieu. Ainsi, un personnage en armure sous-marine hybride qui se retrouve à la surface utilisera sa Compétence Armure externe. Un individu doté d’une armure amphibie capable de voler doit même connaître trois Compétences : Armure sous-marine, Armure externe, Armure atmosphérique…

Ce talent permet à un pilote de manœuvrer une armure dotée de propulseurs atmosphériques qui lui permettent de voler."
"Pilotage_";"Manoeuvre d'armure *";"Armures externes";;"COO/ADA";;"Compétence limitative pour : toutes les actions physiques en armure, notamment Acrobatie/Équilibre, Athlétisme, Escalade ou les Compétences de combat au contact. Les Compétences de combat à distance ne sont, elles, pas limitées.

Cette Compétence permet d’utiliser les armures mécanisées, que l’on pourrait facilement assimiler à des véhicules et dont la manœuvre demande un certain entraînement. Certaines Compétences, qui requièrent une grande précision, ne peuvent être utilisées en armure (Chirurgie ou Premiers soins, par exemple).

De nombreuses armures - appelées « armures hybrides » - peuvent être utilisées dans plusieurs milieux différents. Le personnage doit donc développer la Compétence qui correspond à chaque milieu. Ainsi, un personnage en armure sous-marine hybride qui se retrouve à la surface utilisera sa Compétence Armure externe. Un individu doté d’une armure amphibie capable de voler doit même connaître trois Compétences : Armure sous-marine, Armure externe, Armure atmosphérique…"
"Pilotage_";"Manoeuvre d'armure *";"Armures sous-marines";;"COO/ADA";;"Compétence limitative pour : toutes les actions physiques en armure, notamment Acrobatie/Équilibre, Athlétisme, Escalade ou les Compétences de combat au contact. Les Compétences de combat à distance ne sont, elles, pas limitées.

Cette Compétence permet d’utiliser les armures mécanisées, que l’on pourrait facilement assimiler à des véhicules et dont la manœuvre demande un certain entraînement. Certaines Compétences, qui requièrent une grande précision, ne peuvent être utilisées en armure (Chirurgie ou Premiers soins, par exemple).

De nombreuses armures - appelées « armures hybrides » - peuvent être utilisées dans plusieurs milieux différents. Le personnage doit donc développer la Compétence qui correspond à chaque milieu. Ainsi, un personnage en armure sous-marine hybride qui se retrouve à la surface utilisera sa Compétence Armure externe. Un individu doté d’une armure amphibie capable de voler doit même connaître trois Compétences : Armure sous-marine, Armure externe, Armure atmosphérique…"
"Pilotage_";"Manoeuvre d'armure *";"Armures spatiales";"(-3)";"COO/ADA";;"Compétence limitative pour : toutes les actions physiques en armure, notamment Acrobatie/Équilibre, Athlétisme, Escalade ou les Compétences de combat au contact. Les Compétences de combat à distance ne sont, elles, pas limitées.

Cette Compétence permet d’utiliser les armures mécanisées, que l’on pourrait facilement assimiler à des véhicules et dont la manœuvre demande un certain entraînement. Certaines Compétences, qui requièrent une grande précision, ne peuvent être utilisées en armure (Chirurgie ou Premiers soins, par exemple).

De nombreuses armures - appelées « armures hybrides » - peuvent être utilisées dans plusieurs milieux différents. Le personnage doit donc développer la Compétence qui correspond à chaque milieu. Ainsi, un personnage en armure sous-marine hybride qui se retrouve à la surface utilisera sa Compétence Armure externe. Un individu doté d’une armure amphibie capable de voler doit même connaître trois Compétences : Armure sous-marine, Armure externe, Armure atmosphérique…

Ce talent permet de savoir utiliser les armures spatiales. Il est aussi utilisé pour les procédures d’entrée dans l’atmosphère."
"Pilotage_";"Pilotage †";"Chasseurs sous-marins";"(X)";"INT/ADA";"Athlétisme 10, Éducation/Culture générale 10, Navires légers 10";"Pré-requis nécessaires : Athlétisme 10, Éducation culture générale 10, Navires légers 10.

Permet de piloter un chasseur sous-marin."
"Pilotage_";"Pilotage †";"Chasseurs atmosphériques";"(X)";"INT/ADA";"Athlétisme 10, Éducation/Culture générale 10";"Pré-requis nécessai- res : Athlétisme 10, Éducation culture générale 10.

Permet de piloter un chasseur en Surface."
"Pilotage_";"Pilotage †";"Navires légers";"(X)";"INT/INT";"Éducation/Culture générale 7";"Pré-requis nécessaires : Éducation culture générale 7.

Le personnage possédant cette Compétence est familier avec toutes les procédures de pilotage d’un navire léger, tels qu’un petit transporteur civil ou un navire patrouilleur. "
"Pilotage_";"Pilotage †";"Navires lourds";"(X)";"INT/INT";"Navires légers 10";"Pré-requis nécessaires : Navires légers 10.

Cette Compétence permet de piloter un navire lourd, comme un navire cargo civil ou un navire militaire de gros tonnage (frégates, croiseurs ou destroyers…)."
"Pilotage_";"Pilotage †";"Engins spatiaux";"(X)";"INT/INT";"Éducation/Culture générale 10";"Pré-requis nécessaires : Éducation culture générale 10.

Permet de savoir piloter des navettes et autres véhicules spatiaux. "
"Pilotage_";"Pilotage †";"Véhicules souterrains";"(X)";"INT/ADA";;"Permet de savoir piloter les vedettes et les foreuses souterraines."
"Pilotage_";"Pilotage †";"Véhicules de sol";;"PER/ADA";;"Permet de piloter tout type de véhicule se déplaçant sur roues, sur chenilles, sur glisseur ou à l’aide de pattes mécaniques, qu’ils soient capables d’évoluer sous l’eau ou à la surface."
"Pilotage_";"Pilotage †";"Scooters sous-marins";;"PER/ADA";;"Permet de savoir utiliser les scooters sous-marins."
"Pilotage_";"Télépilotage";;"(-3)";"ADA/INT";;"Cette Compétence couvre l’usage des armes et des équipements contrôlés par une interface électronique ou mécanique. Il sert aussi bien à piloter un drone à distance qu’à contrôler une torpille filo-guidée."
"Survie / Extérieur_";"Chasse/Pistage";;"(X)";"PER/ADA";;"Cette Compétence couvre toutes les techniques de chasse, de pêche ou de pistage. La Difficulté dépend du terrain, des conditions naturelles, de la visibilité, etc. Cette Compétence est la plupart du temps limitée par la Connaissance d’un milieu naturel spécifi que (voir plus bas), car les animaux chassés et les techniques de traque sont spécifiques à chaque environnement (il n’y a pas de limitation quand cette Compétence est utilisée en milieu urbain)."
"Survie / Extérieur_";"Connaissance milieu naturel";"Océans";"(-3)";"ADA/INT";;"Compétences limitatives pour : toutes les actions requérant une certaine connaissance d’un milieu naturel donné, par exemple Chasse/Pistage, Orientation, Survie, voire même Observation.

Cette Compétence permet de connaître les spécificités d’un milieu naturel : dangers, phénomènes, connaissance générale de la faune et de la flore, etc."
"Survie / Extérieur_";"Connaissance milieu naturel";"Souterrains";"(-3)";"ADA/INT";;"Compétences limitatives pour : toutes les actions requérant une certaine connaissance d’un milieu naturel donné, par exemple Chasse/Pistage, Orientation, Survie, voire même Observation.

Cette Compétence permet de connaître les spécificités d’un milieu naturel : dangers, phénomènes, connaissance générale de la faune et de la flore, etc."
"Survie / Extérieur_";"Connaissance milieu naturel";"Surface";"(X)";"ADA/INT";;"Compétences limitatives pour : toutes les actions requérant une certaine connaissance d’un milieu naturel donné, par exemple Chasse/Pistage, Orientation, Survie, voire même Observation.

Cette Compétence permet de connaître les spécificités d’un milieu naturel : dangers, phénomènes, connaissance générale de la faune et de la flore, etc."
